Timestamp,BID_HIGH_1,BID_LOW_1,OPEN_BID,BID,BID_NUMMOV,ASK_HIGH_1,ASK_LOW_1,OPEN_ASK,ASK,ASK_NUMMOV,MID_HIGH,MID_LOW,MID_OPEN,MID_PRICE
2025-02-20 06:46:00,1.043,1.0428,1.0429,1.0429,46,1.0431,1.043,1.0431,1.043,46,1.04305,1.0429,1.043,1.04295
2025-02-20 06:47:00,1.0429,1.0427,1.0429,1.0428,42,1.0431,1.0429,1.0431,1.043,42,1.043,1.0428,1.043,1.0429
2025-02-20 06:48:00,1.0429,1.0427,1.0428,1.0428,43,1.043,1.0429,1.043,1.043,43,1.04295,1.0428,1.0429,1.0429
2025-02-20 06:49:00,1.0429,1.0427,1.0427,1.0429,52,1.0431,1.0429,1.0431,1.043,52,1.04295,1.0428,1.0429,1.04295
2025-02-20 06:50:00,1.043,1.0428,1.0428,1.043,50,1.0431,1.043,1.043,1.0431,50,1.04305,1.0429,1.0429,1.04305
2025-02-20 06:51:00,1.043,1.0428,1.0428,1.043,50,1.0432,1.043,1.0432,1.0431,50,1.04305,1.04295,1.043,1.04305
2025-02-20 06:52:00,1.043,1.0427,1.0429,1.0428,63,1.0431,1.0429,1.0431,1.043,63,1.04305,1.0428,1.043,1.0429
2025-02-20 06:53:00,1.0429,1.0427,1.0428,1.0428,51,1.043,1.0429,1.043,1.0429,51,1.04295,1.0428,1.0429,1.04285
2025-02-20 06:54:00,1.0428,1.0426,1.0428,1.0428,53,1.043,1.0428,1.0429,1.0429,53,1.0429,1.0427,1.04285,1.04285
2025-02-20 06:55:00,1.0428,1.0425,1.0428,1.0425,58,1.043,1.0427,1.0429,1.0427,58,1.0429,1.0426,1.04285,1.0426
2025-02-20 06:56:00,1.0427,1.0425,1.0425,1.0426,55,1.0429,1.0427,1.0427,1.0427,55,1.04275,1.0426,1.0426,1.04265
2025-02-20 06:57:00,1.0426,1.0424,1.0424,1.0426,27,1.0428,1.0427,1.0428,1.0427,27,1.04265,1.0426,1.0426,1.04265
2025-02-20 06:58:00,1.0426,1.0424,1.0424,1.0425,41,1.0428,1.0426,1.0428,1.0427,41,1.04265,1.0425,1.0426,1.0426
2025-02-20 06:59:00,1.0426,1.0423,1.0426,1.0423,76,1.0427,1.0425,1.0427,1.0427,76,1.04265,1.0424,1.04265,1.0425
2025-02-20 07:00:00,1.0425,1.0423,1.0424,1.0423,63,1.0427,1.0425,1.0426,1.0425,63,1.04255,1.0424,1.0425,1.0424
2025-02-20 07:01:00,1.0425,1.0422,1.0423,1.0424,53,1.0427,1.0424,1.0425,1.0425,53,1.04255,1.0423,1.0424,1.04245
2025-02-20 07:02:00,1.0425,1.0422,1.0423,1.0424,85,1.0427,1.0424,1.0425,1.0425,85,1.04255,1.0423,1.0424,1.04245
2025-02-20 07:03:00,1.0424,1.0423,1.0423,1.0423,72,1.0427,1.0425,1.0425,1.0425,72,1.0425,1.0424,1.0424,1.0424
2025-02-20 07:04:00,1.0425,1.0422,1.0423,1.0424,59,1.0427,1.0424,1.0425,1.0425,59,1.04255,1.04235,1.0424,1.04245
2025-02-20 07:05:00,1.0425,1.0423,1.0424,1.0425,58,1.0426,1.0425,1.0425,1.0426,58,1.04255,1.0424,1.04245,1.04255
2025-02-20 07:06:00,1.0427,1.0424,1.0425,1.0427,64,1.0429,1.0426,1.0426,1.0428,64,1.0428,1.0425,1.04255,1.04275
2025-02-20 07:07:00,1.0429,1.0425,1.0426,1.0429,83,1.0431,1.0428,1.0428,1.043,83,1.043,1.0427,1.0427,1.04295
2025-02-20 07:08:00,1.0429,1.0425,1.0427,1.0426,85,1.0431,1.0427,1.0431,1.0428,85,1.04295,1.0426,1.0429,1.0427
2025-02-20 07:09:00,1.0427,1.0425,1.0426,1.0426,62,1.0429,1.0427,1.0428,1.0428,62,1.0428,1.0426,1.0427,1.0427
2025-02-20 07:10:00,1.0427,1.0424,1.0426,1.0425,64,1.0428,1.0426,1.0428,1.0427,64,1.04275,1.0425,1.0427,1.0426
2025-02-20 07:11:00,1.0427,1.0424,1.0424,1.0426,78,1.0429,1.0426,1.0426,1.0427,78,1.04275,1.0425,1.0425,1.04265
2025-02-20 07:12:00,1.0427,1.0424,1.0426,1.0425,60,1.0428,1.0426,1.0428,1.0427,60,1.04275,1.0425,1.0427,1.0426
2025-02-20 07:13:00,1.0427,1.0423,1.0425,1.0427,72,1.0429,1.0425,1.0427,1.0428,72,1.0428,1.0424,1.0426,1.04275
2025-02-20 07:14:00,1.0427,1.0426,1.0426,1.0427,68,1.043,1.0428,1.0428,1.0428,68,1.0428,1.0427,1.0427,1.04275
2025-02-20 07:15:00,1.0429,1.0427,1.0427,1.0429,64,1.0431,1.0428,1.0428,1.043,64,1.04295,1.04275,1.04275,1.04295
2025-02-20 07:16:00,1.043,1.0426,1.0428,1.0428,76,1.0431,1.0429,1.043,1.043,76,1.04305,1.04275,1.0429,1.0429
2025-02-20 07:17:00,1.0431,1.0427,1.0429,1.0431,72,1.0433,1.0431,1.0431,1.0432,72,1.0432,1.0429,1.043,1.04315
2025-02-20 07:18:00,1.0431,1.043,1.0431,1.043,52,1.0433,1.0432,1.0433,1.0432,52,1.0432,1.0431,1.0432,1.0431
2025-02-20 07:19:00,1.0431,1.0426,1.0429,1.0428,92,1.0433,1.0428,1.0433,1.0429,92,1.04315,1.04275,1.0431,1.04285
2025-02-20 07:20:00,1.0428,1.0426,1.0427,1.0427,77,1.043,1.0428,1.0429,1.0428,77,1.0429,1.0427,1.0428,1.04275
2025-02-20 07:21:00,1.0428,1.0425,1.0427,1.0425,54,1.0429,1.0428,1.0429,1.0429,54,1.04285,1.0427,1.0428,1.0427
2025-02-20 07:22:00,1.0428,1.0425,1.0427,1.0427,75,1.043,1.0428,1.0429,1.0429,75,1.0429,1.0427,1.0428,1.0428
2025-02-20 07:23:00,1.0429,1.0426,1.0427,1.0429,58,1.0431,1.0428,1.0429,1.043,58,1.04295,1.0427,1.0428,1.04295
2025-02-20 07:24:00,1.0429,1.0426,1.0426,1.0429,64,1.0431,1.0429,1.043,1.043,64,1.043,1.0428,1.0428,1.04295
2025-02-20 07:25:00,1.043,1.0427,1.0429,1.0429,56,1.0431,1.043,1.043,1.043,56,1.04305,1.0429,1.04295,1.04295
2025-02-20 07:26:00,1.043,1.0428,1.0429,1.0429,74,1.0432,1.0429,1.043,1.0431,74,1.0431,1.04285,1.04295,1.043
2025-02-20 07:27:00,1.043,1.0428,1.0429,1.0429,85,1.0433,1.043,1.0431,1.043,85,1.0431,1.0429,1.043,1.04295
2025-02-20 07:28:00,1.0429,1.0426,1.0427,1.0427,68,1.0431,1.0428,1.0431,1.0428,68,1.04295,1.0427,1.0429,1.04275
2025-02-20 07:29:00,1.0428,1.0426,1.0427,1.0428,49,1.043,1.0428,1.0429,1.043,49,1.0429,1.0427,1.0428,1.0429
2025-02-20 07:30:00,1.043,1.0427,1.0428,1.0429,66,1.0432,1.0429,1.0429,1.0431,66,1.04305,1.0428,1.04285,1.043
2025-02-20 07:31:00,1.043,1.0428,1.0429,1.043,56,1.0433,1.043,1.0431,1.0431,56,1.0431,1.0429,1.043,1.04305
2025-02-20 07:32:00,1.043,1.0428,1.0428,1.043,52,1.0433,1.0431,1.0432,1.0431,52,1.0431,1.043,1.043,1.04305
2025-02-20 07:33:00,1.043,1.0428,1.043,1.0429,35,1.0432,1.0431,1.0431,1.0431,35,1.0431,1.043,1.04305,1.043
2025-02-20 07:34:00,1.0431,1.0429,1.0429,1.0431,34,1.0433,1.0431,1.0433,1.0432,34,1.04315,1.043,1.0431,1.04315
2025-02-20 07:35:00,1.0431,1.0429,1.0431,1.043,40,1.0433,1.0431,1.0432,1.0431,40,1.04315,1.043,1.04315,1.04305
2025-02-20 07:36:00,1.0431,1.0428,1.043,1.043,66,1.0432,1.043,1.0431,1.0432,66,1.04315,1.0429,1.04305,1.0431
2025-02-20 07:37:00,1.0431,1.0429,1.043,1.043,51,1.0433,1.0431,1.0431,1.0431,51,1.04315,1.043,1.04305,1.04305
2025-02-20 07:38:00,1.043,1.0428,1.043,1.0429,43,1.0431,1.043,1.0431,1.043,43,1.04305,1.0429,1.04305,1.04295
2025-02-20 07:39:00,1.0429,1.0427,1.0428,1.0428,51,1.0431,1.0429,1.043,1.043,51,1.04295,1.0428,1.0429,1.0429
2025-02-20 07:40:00,1.0429,1.0428,1.0429,1.0428,48,1.0432,1.043,1.043,1.043,48,1.043,1.0429,1.04295,1.0429
2025-02-20 07:41:00,1.043,1.0427,1.0428,1.0428,47,1.0431,1.0429,1.043,1.0429,47,1.04305,1.0428,1.0429,1.04285
2025-02-20 07:42:00,1.0429,1.0426,1.0428,1.0427,71,1.0431,1.0428,1.0429,1.0428,71,1.04295,1.0427,1.04285,1.04275
2025-02-20 07:43:00,1.0427,1.0425,1.0427,1.0426,45,1.043,1.0427,1.0428,1.0427,45,1.0428,1.0426,1.04275,1.04265
2025-02-20 07:44:00,1.0429,1.0425,1.0425,1.0428,56,1.043,1.0427,1.0429,1.043,56,1.04295,1.0426,1.0427,1.0429
2025-02-20 07:45:00,1.0429,1.0426,1.0428,1.0429,41,1.0431,1.0429,1.043,1.043,41,1.04295,1.0428,1.0429,1.04295
2025-02-20 07:46:00,1.043,1.0427,1.0428,1.043,61,1.0432,1.0429,1.0432,1.0431,61,1.0431,1.0428,1.043,1.04305
2025-02-20 07:47:00,1.043,1.0428,1.043,1.043,47,1.0433,1.043,1.0431,1.0431,47,1.0431,1.0429,1.04305,1.04305
2025-02-20 07:48:00,1.0431,1.0429,1.043,1.0431,41,1.0433,1.0431,1.0431,1.0432,41,1.04315,1.043,1.04305,1.04315
2025-02-20 07:49:00,1.0431,1.0429,1.0431,1.0431,42,1.0433,1.0431,1.0432,1.0432,42,1.0432,1.043,1.04315,1.04315
2025-02-20 07:50:00,1.0432,1.043,1.0431,1.0431,52,1.0434,1.0432,1.0432,1.0432,52,1.04325,1.0431,1.04315,1.04315
2025-02-20 07:51:00,1.0431,1.0429,1.0429,1.043,32,1.0433,1.0432,1.0433,1.0432,32,1.04315,1.0431,1.0431,1.0431
2025-02-20 07:52:00,1.0431,1.043,1.043,1.0431,42,1.0433,1.0431,1.0432,1.0432,42,1.0432,1.04305,1.0431,1.04315
2025-02-20 07:53:00,1.0432,1.0429,1.0429,1.0431,51,1.0433,1.0431,1.0433,1.0433,51,1.04325,1.043,1.0431,1.0432
2025-02-20 07:54:00,1.0431,1.0428,1.043,1.043,48,1.0434,1.0431,1.0434,1.0431,48,1.0432,1.043,1.0432,1.04305
2025-02-20 07:55:00,1.0432,1.0429,1.0431,1.0431,75,1.0434,1.0432,1.0432,1.0433,75,1.0433,1.0431,1.04315,1.0432
2025-02-20 07:56:00,1.0433,1.0431,1.0432,1.0432,69,1.0435,1.0433,1.0434,1.0434,69,1.04335,1.0432,1.0433,1.0433
2025-02-20 07:57:00,1.0433,1.0431,1.0431,1.0432,51,1.0435,1.0433,1.0435,1.0433,51,1.04335,1.0432,1.0433,1.04325
2025-02-20 07:58:00,1.0432,1.043,1.043,1.0431,59,1.0434,1.0432,1.0434,1.0432,59,1.04325,1.0431,1.0432,1.04315
2025-02-20 07:59:00,1.0432,1.043,1.0431,1.0431,48,1.0433,1.0432,1.0433,1.0432,48,1.04325,1.0431,1.0432,1.04315
2025-02-20 08:00:00,1.0433,1.0429,1.0431,1.0432,80,1.0435,1.0432,1.0432,1.0434,80,1.04335,1.0431,1.04315,1.0433
2025-02-20 08:01:00,1.0434,1.043,1.0432,1.0433,77,1.0435,1.0433,1.0434,1.0435,77,1.04345,1.0432,1.0433,1.0434
2025-02-20 08:02:00,1.0434,1.0432,1.0433,1.0434,61,1.0437,1.0434,1.0437,1.0435,61,1.0435,1.0433,1.0435,1.04345
2025-02-20 08:03:00,1.0435,1.0432,1.0433,1.0433,66,1.0436,1.0434,1.0435,1.0435,66,1.04355,1.0433,1.0434,1.0434
2025-02-20 08:04:00,1.0435,1.0432,1.0434,1.0435,80,1.0437,1.0434,1.0435,1.0436,80,1.04355,1.0433,1.04345,1.04355
2025-02-20 08:05:00,1.0438,1.0433,1.0434,1.0438,80,1.044,1.0436,1.0436,1.044,80,1.0439,1.0435,1.0435,1.0439
2025-02-20 08:06:00,1.0439,1.0436,1.0438,1.0439,65,1.0441,1.0439,1.044,1.044,65,1.04395,1.0438,1.0439,1.04395
2025-02-20 08:07:00,1.0439,1.0437,1.0439,1.0439,65,1.0441,1.0439,1.044,1.044,65,1.044,1.0438,1.04395,1.04395
2025-02-20 08:08:00,1.0439,1.0435,1.0439,1.0439,67,1.0442,1.0438,1.044,1.044,67,1.04395,1.0437,1.04395,1.04395
2025-02-20 08:09:00,1.0439,1.0436,1.0436,1.0439,89,1.0442,1.0439,1.0441,1.044,89,1.044,1.0438,1.04385,1.04395
2025-02-20 08:10:00,1.0439,1.0435,1.0439,1.0438,96,1.0442,1.0439,1.044,1.0439,96,1.04395,1.0438,1.04395,1.04385
2025-02-20 08:11:00,1.0439,1.0435,1.0438,1.0436,93,1.0442,1.0438,1.0439,1.0441,93,1.04395,1.04375,1.04385,1.04385
2025-02-20 08:12:00,1.0439,1.0435,1.0436,1.0439,114,1.0442,1.0439,1.0441,1.044,114,1.044,1.04375,1.04385,1.04395
2025-02-20 08:13:00,1.044,1.0436,1.0439,1.044,104,1.0444,1.0439,1.044,1.0441,104,1.04415,1.0438,1.04395,1.04405
2025-02-20 08:14:00,1.044,1.0437,1.044,1.044,99,1.0444,1.044,1.0441,1.0441,99,1.0441,1.0439,1.04405,1.04405
2025-02-20 08:15:00,1.044,1.0435,1.0439,1.0438,100,1.0443,1.0439,1.044,1.0439,100,1.04405,1.0438,1.04395,1.04385
2025-02-20 08:16:00,1.0439,1.0435,1.0436,1.0438,102,1.0443,1.0439,1.0441,1.0439,102,1.044,1.0437,1.04385,1.04385
2025-02-20 08:17:00,1.0439,1.0435,1.0438,1.0436,91,1.0442,1.0439,1.0439,1.0442,91,1.04395,1.0437,1.04385,1.0439
2025-02-20 08:18:00,1.0439,1.0435,1.0437,1.0439,105,1.0442,1.0439,1.0441,1.044,105,1.04395,1.0438,1.0439,1.04395
2025-02-20 08:19:00,1.0439,1.0434,1.0439,1.0435,107,1.0442,1.0438,1.044,1.044,107,1.04395,1.0437,1.04395,1.04375
2025-02-20 08:20:00,1.0438,1.0434,1.0438,1.0434,97,1.0441,1.0437,1.0439,1.044,97,1.0439,1.04365,1.04385,1.0437
2025-02-20 08:21:00,1.0437,1.0432,1.0437,1.0435,85,1.0441,1.0436,1.0438,1.0437,85,1.0438,1.0435,1.04375,1.0436
2025-02-20 08:22:00,1.0437,1.0433,1.0435,1.0435,117,1.0441,1.0437,1.0437,1.044,117,1.0438,1.0436,1.0436,1.04375
2025-02-20 08:23:00,1.0437,1.0433,1.0435,1.0436,83,1.044,1.0437,1.044,1.0438,83,1.04375,1.0436,1.04375,1.0437
2025-02-20 08:24:00,1.0437,1.0433,1.0434,1.0437,110,1.0441,1.0437,1.044,1.0438,110,1.0438,1.0435,1.0437,1.04375
2025-02-20 08:25:00,1.0438,1.0434,1.0437,1.0435,94,1.0441,1.0438,1.0438,1.044,94,1.04385,1.0437,1.04375,1.04375
