any_restatement,restatement_fraud,restatement_error,restatement_other,restatement_accrules,restatement_chng_netincome,restatement_neg_chng_netincome,gvkey,fyear,cboard,supermajor,ppill,goldenparachute,eindex,sum_own,tobins_q,ln_q,ln_at,debt_ratio,capex,rd_to_at_zero,rd_to_sales_zero,rd_missing,sum_own_sq,return_on_asset,stkname,instown_perc,sector
0,0,0,0,0,0,0,5870,2014,0,0,0,1,3,.683,1.05403,.0526207,8.651174,.2880609,.0479449,0,0,1,.466489,.0338438,"IDACORP INC",.7487327,"Utilities"
0,0,0,0,0,0,0,5870,2015,0,0,0,1,3,.515,1.037841,.0371427,8.703393,.2899523,.0488138,0,0,1,.265225,.0323209,"IDACORP INC",.7695276,"Utilities"
0,0,0,0,0,0,0,5870,2016,0,0,0,1,3,.444,1.10514,.0999724,8.7467,.2810027,.0472106,0,0,1,.197136,.0315248,"IDACORP INC",.761192,"Utilities"
0,0,0,0,0,0,0,5870,2017,0,0,0,1,3,.312,1.279797,.2467017,8.707054,.2888348,.047224,0,0,1,.097344,.0351373,"IDACORP INC",.7192473,"Utilities"
0,0,0,0,0,0,0,5870,2018,0,0,0,1,3,.287,1.253705,.2261029,8.761355,.2874602,.0435318,0,0,1,.082369,.0355334,"IDACORP INC",.7429053,"Utilities"
0,0,0,0,0,0,0,5878,1998,0,0,0,0,0,0,2.825612,1.038725,8.719017,.2212617,.0339837,.0082832,.0089729,0,0,.109965,"ILLINOIS TOOL WKS INC",.7270453,"Machinery"
0,0,0,0,0,0,0,5878,1999,0,0,0,0,0,0,2.709852,.996894,9.111653,.2112965,.037076,.0126492,.0122793,0,0,.0928353,"ILLINOIS TOOL WKS INC",.7248594,"Machinery"
0,0,0,0,0,0,0,5878,2000,0,0,0,0,0,0,2.313441,.8387359,9.169878,.2056371,.0326875,.0119211,.0114672,0,0,.0997537,"ILLINOIS TOOL WKS INC",.7396061,"Machinery"
0,0,0,0,0,0,0,5878,2001,0,0,0,0,0,0,2.487314,.9112035,9.192415,.1609175,.0261202,.0104138,.0110072,0,0,.0816962,"ILLINOIS TOOL WKS INC",.7287336,"Machinery"
0,0,0,0,0,0,0,5878,2002,0,0,0,0,0,0,2.245955,.8091307,9.270786,.1489193,.0255504,.00954,.0107041,0,0,.0877154,"ILLINOIS TOOL WKS INC",.7548345,"Machinery"
0,0,0,0,0,0,0,5878,2003,0,0,0,0,0,0,2.610189,.9594225,9.323072,.0872354,.0230773,.0095393,.0106398,0,0,.0929317,"ILLINOIS TOOL WKS INC",.725471,"Machinery"
0,0,0,0,0,0,0,5878,2004,0,0,0,0,0,0,2.7139,.9983867,9.337143,.0990687,.0248909,.010878,.0105261,0,0,.1180068,"ILLINOIS TOOL WKS INC",.7332591,"Machinery"
0,0,0,0,0,0,0,5878,2005,0,0,0,0,0,0,2.499421,.9160591,9.345365,.1058237,.0256082,.011172,.0098958,0,0,.130606,"ILLINOIS TOOL WKS INC",.7535275,"Machinery"
0,0,0,0,0,0,0,5878,2006,0,0,0,0,0,0,2.191028,.7843709,9.538236,.102182,.0216856,.0104402,.0103105,0,0,.123753,"ILLINOIS TOOL WKS INC",.7114555,"Machinery"
0,0,0,0,0,0,0,5878,2007,0,1,0,1,4,0,2.208913,.7925004,9.650263,.1480981,.0227591,.0131064,.0125838,0,0,.1176153,"ILLINOIS TOOL WKS INC",.7891306,"Machinery"
0,0,0,0,0,0,0,5878,2008,0,1,0,0,3,0,1.638657,.4938773,9.629911,.2417114,.0233662,.0138512,.0132784,0,0,.1040727,"ILLINOIS TOOL WKS INC",.7684473,"Machinery"
0,0,0,0,0,0,0,5878,2009,0,1,0,0,3,.033,1.938393,.6618593,9.685455,.1945379,.0153651,.0123452,.0143068,0,.001089,.0602842,"ILLINOIS TOOL WKS INC",.8002007,"Machinery"
0,0,0,0,0,0,0,5878,2010,0,1,0,0,3,.039,2.047513,.7166259,9.695865,.1741353,.0176103,.0135667,.0138914,0,.001521,.0939795,"ILLINOIS TOOL WKS INC",.7825056,"Machinery"
0,0,0,0,0,0,0,5878,2011,0,1,0,1,4,.046,1.692556,.5262396,9.797211,.2218844,.0196518,.0135112,.0136608,0,.002116,.1121591,"ILLINOIS TOOL WORKS INC",.7794664,"Machinery"
0,0,0,0,0,0,0,5878,2012,0,1,0,1,4,.024,1.873516,.6278167,9.868326,.2614325,.0197835,.013776,.0148404,0,.000576,.1292144,"ILLINOIS TOOL WORKS INC",.7704613,"Machinery"
0,0,0,0,0,0,0,5878,2013,0,0,0,1,3,.03,2.300423,.833093,9.901786,.3177402,.0184313,.0120204,.0169791,0,.0009,.0816388,"ILLINOIS TOOL WORKS INC",.7640926,"Machinery"
0,0,0,0,0,0,0,5878,2014,0,0,0,1,3,.032,2.646512,.9732426,9.780076,.4218237,.0204209,.0128408,.0156725,0,.001024,.1069125,"ILLINOIS TOOL WORKS INC",.7512435,"Machinery"
0,0,0,0,0,0,0,5878,2015,0,0,0,1,3,.041,2.794841,1.027775,9.663261,.4718673,.0180558,.0138597,.0162626,0,.001681,.1207324,"ILLINOIS TOOL WORKS INC",.7659348,"Machinery"
0,0,0,0,0,0,0,5878,2016,0,0,0,1,3,.047,3.505978,1.25447,9.629116,.5150319,.0179593,.0146701,.0163983,0,.002209,.1338728,"ILLINOIS TOOL WORKS INC",.7535018,"Machinery"
0,0,0,0,0,0,0,5878,2017,0,0,0,1,3,.055,4.11265,1.414068,9.727943,.4963051,.0176996,.0134088,.0157189,0,.003025,.1005364,"ILLINOIS TOOL WORKS INC",.7575935,"Machinery"
0,0,0,0,0,0,0,5878,2018,0,0,0,1,3,.075,3.528984,1.26101,9.607101,.4963013,.0244788,.0156691,.0157774,0,.005625,.1723605,"ILLINOIS TOOL WORKS INC",.7568561,"Machinery"
0,0,0,0,0,0,0,5918,2000,1,0,1,1,3,0,1.196666,.179539,7.975629,.4785223,.0564646,0,0,1,0,.0251125,"VECTREN CORP",.3070542,"Utilities"
1,0,0,0,1,1,1,5918,2001,1,0,1,1,3,0,1.1987,.1812376,7.957458,.4930342,.0823649,0,0,1,0,.0238729,"VECTREN CORP",.3334364,"Utilities"
0,0,0,0,0,0,0,5918,2002,1,0,1,1,4,0,1.169486,.1565641,7.981563,.4852554,.0747309,0,0,1,0,.0389544,"VECTREN CORP",.382138,"Utilities"
0,0,0,0,0,0,0,5918,2003,1,0,1,1,4,0,1.165873,.1534705,8.11773,.4103895,.070436,0,0,1,0,.0331604,"VECTREN CORP",.3612089,"Utilities"
0,0,0,0,0,0,0,5918,2004,1,0,1,1,4,0,1.19661,.1794924,8.185043,.4119156,.0774764,0,0,1,0,.0300817,"VECTREN CORP",.3910013,"Utilities"
0,0,0,0,0,0,0,5918,2005,1,0,1,1,4,0,1.179302,.1649231,8.260519,.4012306,.0598744,0,0,1,0,.0353662,"VECTREN CORP",.413168,"Utilities"
0,0,0,0,0,0,0,5918,2006,1,0,1,1,4,0,1.172868,.1594523,8.316691,.4196402,.0687751,0,0,1,0,.0265911,"VECTREN CORP",.4568094,"Utilities"
0,0,0,0,0,0,0,5918,2007,0,1,1,1,4,0,1.152096,.1415825,8.365533,.4195839,.0778559,0,0,1,0,.033307,"VECTREN CORP",.5753849,"Utilities"
0,0,0,0,0,0,0,5918,2008,0,1,1,1,4,0,1.067757,.0655599,8.440938,.3988431,.0843964,0,0,1,0,.0278443,"VECTREN CORP",.5217745,"Utilities"
0,0,0,0,0,0,0,5918,2009,0,1,1,1,5,.304,1.029935,.0294952,8.4493,.3966994,.0924697,0,0,1,.092416,.0284901,"VECTREN CORP",.5354906,"Utilities"
0,0,0,0,0,0,0,5918,2010,0,1,0,1,3,.305,1.024001,.0237175,8.468885,.3849964,.058184,0,0,1,.093025,.0280635,"VECTREN CORP",.526234,"Utilities"
0,0,0,0,0,0,0,5918,2011,0,1,0,1,3,.32,1.088204,.0845283,8.492675,.3790609,.065855,0,0,1,.1024,.0290229,"VECTREN CORP",.5572243,"Utilities"
0,0,0,0,0,0,0,5918,2012,0,1,0,1,3,.32,1.049062,.0478961,8.534856,.3809318,.0718791,0,0,1,.1024,.0312432,"VECTREN CORP",.5442149,"Utilities"
0,0,0,0,0,0,0,5918,2013,0,0,0,1,2,.853,1.128993,.1213261,8.537505,.3675969,.0770979,0,0,1,.727609,.0267707,"VECTREN CORP",.5782271,"Utilities"
0,0,0,0,0,0,0,5918,2014,0,0,0,1,2,.792,1.284001,.2499809,8.549137,.3358387,.0868411,0,0,1,.627264,.0323306,"VECTREN CORP",.5860308,"Utilities"
0,0,0,0,0,0,0,5918,2015,0,0,0,1,2,.116,1.188372,.1725846,8.595985,.3346273,.0881532,0,0,1,.013456,.0364702,"VECTREN CORP",.6113605,"Utilities"
0,0,0,0,0,0,0,5918,2016,0,0,0,1,2,.069,1.284075,.2500388,8.665734,.3289948,.093437,0,0,1,.004761,.0364784,"VECTREN CORP",.6298637,"Utilities"
0,0,0,0,0,0,0,5918,2017,0,0,0,1,2,.069,1.489616,.3985182,8.738624,.334685,.0965813,0,0,1,.004761,.0346193,"VECTREN CORP",.6247756,"Utilities"
0,0,0,0,0,0,0,5968,2017,1,0,0,0,3,.942,1.231891,.2085501,7.445359,.6108418,.0146621,0,0,1,.887364,.0099889,"RYERSON HOLDING CORP",.3905981,"Wholesale"
0,0,0,0,0,0,0,5968,2018,1,0,0,0,3,1.614,1.07247,.0699648,7.643147,.5527968,.0184058,0,0,1,2.604996,.0508076,"RYERSON HOLDING CORP",.3611461,"Wholesale"
0,0,0,0,0,0,0,5973,2000,0,0,0,1,1,0,1.638271,.4936413,5.122057,.2260377,.1424618,.0207061,.0211113,0,0,-.0659232,"INNOVEX INC",.3838596,"Electronic Equipment"
0,0,0,0,0,0,0,5973,2001,0,0,0,1,1,0,.7096673,-.342959,4.960513,.3348356,.0823105,.0316681,.0310228,0,0,-.2024014,"INNOVEX INC",.2122125,"Electronic Equipment"
0,0,0,0,0,0,0,5973,2002,0,0,0,1,1,0,.7483886,-.2898329,4.744306,.2912432,.0307584,.0416435,.0355234,0,0,-.0333687,"INNOVEX INC",.20167,"Electronic Equipment"
0,0,0,0,0,0,0,5973,2003,0,0,0,1,1,0,1.614739,.4791734,4.924227,.1037774,.0359492,.0364289,.0327567,0,0,-.021507,"INNOVEX INC",.5046192,"Electronic Equipment"
0,0,0,0,0,0,0,5973,2004,0,0,0,1,1,0,.9282262,-.0744799,4.865586,.133136,.085528,.0459818,.0382568,0,0,-.1348471,"INNOVEX INC",.3058141,"Electronic Equipment"
0,0,0,0,0,0,0,5973,2005,0,0,0,1,1,0,1.147376,.1374777,4.925992,.3462336,.2091768,.042365,.029159,0,0,-.1812938,"INNOVEX INC",.3019139,"Electronic Equipment"
0,0,0,0,0,0,0,5973,2006,0,0,0,1,1,0,.9427578,-.0589459,4.54507,.3063175,.0862829,.048191,.0262094,0,0,-.1802117,"INNOVEX INC",.3221159,"Electronic Equipment"
0,0,0,0,0,0,0,5973,2007,0,0,0,1,1,3,1.127746,.1202209,4.373994,.5926411,.0597026,.0428553,.0387164,0,9,-.4050781,"INNOVEX INC",.4140476,"Electronic Equipment"
0,0,0,0,0,0,0,5973,2008,0,0,0,1,1,1.8,1.286607,.2520086,4.236379,.7977934,.0472403,.025377,.0247047,0,3.24,-.4048903,"INNOVEX INC",.1167195,"Electronic Equipment"
0,0,0,0,0,0,0,5978,2011,0,0,1,1,4,2.756,.9331185,-.0692231,7.025506,.221704,.0191597,.0019556,.002344,0,7.595536,.0235981,"AEGION CORP",.9495913,"Construction"
0,0,0,0,0,0,0,5978,2012,0,0,0,1,3,3.546,1.102851,.0978982,7.104878,.2098894,.0376831,.001478,.001751,0,12.57412,.0432394,"AEGION CORP",.9466409,"Construction"
0,0,0,0,0,0,0,5978,2013,0,0,0,1,3,1.069,1.061532,.0597131,7.217383,.2851529,.0191391,.0019077,.0023822,0,1.142761,.0372818,"AEGION CORP",.9523179,"Construction"
0,0,0,0,0,0,0,5978,2014,0,0,0,1,3,2.283,1.035302,.0346934,7.166786,.2913351,.0253914,.0020067,.0019528,0,5.212089,-.0257164,"AEGION CORP",.9097152,"Construction"
0,0,0,0,0,0,0,5978,2015,0,0,0,1,3,1.096,1.078496,.0755677,7.137522,.2824605,.0234076,.0022252,.0020996,0,1.201216,-.006411,"AEGION CORP",.9094265,"Construction"
0,0,0,0,0,0,0,5978,2016,0,0,0,1,3,1.744,1.178386,.1641457,7.084714,.3105107,.0324737,.0039377,.0038464,0,3.041536,.0247055,"AEGION CORP",.8959147,"Construction"
1,0,0,0,1,1,1,5978,2017,0,0,0,1,3,1.772,1.29092,.2553551,7.009499,.3114401,.0278476,.0037937,.0030994,0,3.139984,-.0623738,"AEGION CORP",.912837,"Construction"
0,0,0,0,0,0,0,5978,2018,0,0,0,1,3,1.459,1.05025,.0490283,6.900143,.3138519,.0307472,.0056428,.0041993,0,2.128681,.0029504,"AEGION CORP",.9188342,"Construction"
0,0,0,0,0,0,0,5980,2006,0,0,0,1,1,0,1.357891,.305933,7.360558,.2106557,.0323365,0,0,1,0,.0026788,"TERRA INDS INC",1.119165,"Chemicals"
0,0,0,0,0,0,0,5980,2007,1,0,0,0,1,0,2.884444,1.059332,7.543447,.1747579,.0167985,0,0,1,0,.1069179,"TERRA INDS INC",1.059713,"Chemicals"
0,0,0,0,0,0,0,5980,2008,1,0,0,0,1,0,1.253248,.2257386,7.655872,.1561748,.0422652,0,0,1,0,.2611713,"TERRA INDS INC",.799112,"Chemicals"
0,0,0,0,0,0,0,5987,1998,1,0,1,1,3,0,1.073938,.0713324,6.190188,.2395222,.0983773,.0243883,.0130073,0,0,.0600917,"GRIFFON CORP",.7659948,"Construction Materials"
0,0,0,0,0,0,0,5987,2000,1,0,1,1,3,0,.9321363,-.0702762,6.366515,.293157,.0641999,.0183841,.0095674,0,0,.0427472,"GRIFFON CORP",.7098761,"Construction Materials"
0,0,0,0,0,0,0,5987,2001,1,0,1,1,3,0,1.180431,.1658792,6.3716,.1999357,.045604,.02359,.0118953,0,0,.0522964,"GRIFFON CORP",.78363,"Construction Materials"
0,0,0,0,0,0,0,5987,2002,1,1,1,1,4,0,1.100778,.096017,6.376206,.1440818,.041348,.0289266,.0142545,0,0,.0579451,"GRIFFON CORP",.7061977,"Construction Materials"
0,0,0,0,0,0,0,5987,2003,1,1,1,1,4,0,1.361038,.3082479,6.520223,.2469966,.0648992,.0250468,.0135496,0,0,.063386,"GRIFFON CORP",.8107417,"Construction Materials"
0,0,0,0,0,0,0,5987,2004,1,1,1,1,4,0,1.390598,.3297337,6.619428,.2253921,.0748803,.023215,.0124838,0,0,.0718584,"GRIFFON CORP",.9602968,"Construction Materials"
1,0,0,0,1,1,1,5987,2005,1,1,1,1,4,0,1.448571,.3705775,6.746914,.250362,.04698,.0189094,.0114837,0,0,.0573308,"GRIFFON CORP",.968904,"Construction Materials"
0,0,0,0,0,0,0,5987,2006,1,1,1,1,4,0,1.306342,.2672307,6.833262,.234127,.0453635,.0164833,.0093488,0,0,.055791,"GRIFFON CORP",.9504834,"Construction Materials"
0,0,0,0,0,0,0,5987,2007,1,1,0,0,4,7.9,.9748192,-.0255033,6.866786,.2425671,.031589,.0170859,.0101447,0,62.41,.0230024,"GRIFFON CORP",.9270521,"Construction Materials"
0,0,0,0,0,0,0,5987,2009,1,0,0,0,3,3.6,.9140325,-.0898892,7.043515,.1569783,.0285462,.0155403,.0149072,0,12.96,.019208,"GRIFFON CORP",.8137016,"Construction Materials"
0,0,0,0,0,0,0,5987,2010,1,0,0,1,4,4.883,.9740171,-.0263264,7.467094,.2999893,.0231361,.012232,.0165379,0,23.84369,.0054324,"GRIFFON CORP",.7999672,"Construction Materials"
0,0,0,0,0,0,0,5987,2011,1,0,0,1,4,6.359,.886431,-.1205519,7.531153,.3824739,.0469732,.0128133,.0130544,0,40.43688,-.0039839,"GRIFFON CORP",.8076066,"Construction Materials"
0,0,0,0,0,0,0,5987,2012,1,0,0,1,4,6.477,.9541092,-.0469772,7.498976,.3873398,.0381194,.0130662,.0126804,0,41.95153,.0094182,"GRIFFON CORP",.7929394,"Construction Materials"
0,0,0,0,0,0,0,5987,2013,1,0,0,1,4,6.286,1.013467,.0133774,7.489289,.3853215,.0360251,.0125225,.0119701,0,39.51379,.0037959,"GRIFFON CORP",.7752968,"Construction Materials"
0,0,0,0,0,0,0,5987,2014,1,0,0,1,4,8.084001,1.010735,.0106781,7.50679,.4466076,.0423509,.0128546,.0117481,0,65.35107,-.0000972,"GRIFFON CORP",.722523,"Construction Materials"
0,0,0,0,0,0,0,5987,2015,1,0,0,1,4,9.033,1.160234,.1486221,7.456705,.4872086,.0425197,.0147854,.0126982,0,81.59509,.0198038,"GRIFFON CORP",.7484806,"Construction Materials"
0,0,0,0,0,0,0,5987,2016,1,0,0,1,4,8.858,1.177012,.1629792,7.485546,.5255374,.0509282,.0147018,.0133867,0,78.46416,.0168397,"GRIFFON CORP",.7432271,"Construction Materials"
0,0,0,0,0,0,0,5987,2017,1,0,0,1,4,10.026,1.314079,.2731362,7.535585,.5226243,.0186476,.0094474,.0116066,0,100.5207,.0094917,"GRIFFON CORP",.6715423,"Construction Materials"
0,0,0,0,0,0,0,5987,2018,1,0,0,1,4,10.872,1.105787,.1005577,7.642471,.5377176,.0240483,.0073865,.007786,0,118.2004,.0159505,"GRIFFON CORP",.6390243,"Construction Materials"
0,0,0,0,0,0,0,6003,1998,1,0,1,0,2,0,1.593133,.4657023,6.876218,.2150998,.1694671,.1253402,.2068499,0,0,.0085112,"INTEGRATED DEVICE TECHNOLOGY",.3482221,"Electronic Equipment"
0,0,0,0,0,0,0,6003,1999,1,0,1,0,2,0,1.259005,.2303215,6.514553,.3510473,.1563598,.19691,.2460075,0,0,-.4202228,"INTEGRATED DEVICE TECHNOLOGY",.6881549,"Electronic Equipment"
0,0,0,0,0,0,0,6003,2000,1,0,1,0,2,0,3.660044,1.297475,7.058054,.1906319,.0726986,.0929364,.1539199,0,0,.1123843,"INTEGRATED DEVICE TECHNOLOGY",.8108228,"Electronic Equipment"
0,0,0,0,0,0,0,6003,2001,1,0,1,0,2,0,2.337503,.8490834,7.293291,.0274374,.0790227,.0875605,.1298149,0,0,.2611713,"INTEGRATED DEVICE TECHNOLOGY",.8213754,"Electronic Equipment"
0,0,0,0,0,0,0,6003,2002,1,0,1,1,3,0,2.970449,1.088713,7.111364,.0122196,.0370895,.1184074,.3821472,0,0,-.0376826,"INTEGRATED DEVICE TECHNOLOGY",.8317524,"Electronic Equipment"
0,0,0,0,0,0,0,6003,2003,1,0,1,1,3,0,1.073334,.07077,6.781412,.0110415,.0496101,.1495248,.3832115,0,0,-.3153208,"INTEGRATED DEVICE TECHNOLOGY",.7650573,"Electronic Equipment"
0,0,0,0,0,0,0,6003,2004,1,0,1,1,3,0,1.889104,.6361028,6.808546,.00613,.0319738,.1091035,.2860067,0,0,.0070631,"INTEGRATED DEVICE TECHNOLOGY",.7817706,"Electronic Equipment"
0,0,0,0,0,0,0,6003,2005,1,0,1,1,3,0,1.537601,.4302232,6.80477,0,.0765391,.1170096,.2702206,0,0,.0147793,"INTEGRATED DEVICE TECHNOLOGY",.9255757,"Electronic Equipment"
0,0,0,0,0,0,0,6003,2006,1,1,1,1,4,0,1.526865,.4232168,7.619573,0,.0122865,.0637442,.2461092,0,0,-.0400983,"INTEGRATED DEVICE TECHNOLOGY",.910858,"Electronic Equipment"
0,0,0,0,0,0,0,6003,2007,1,1,1,1,6,0,1.5745,.4539377,7.616175,0,.0100897,.0822015,.2077325,0,0,-.0037316,"INTEGRATED DEVICE TECHNOLOGY",.867009,"Electronic Equipment"
0,0,0,0,0,0,0,6003,2008,0,1,1,0,4,0,.9444665,-.0571351,7.4854,0,.0095059,.0929372,.2119079,0,0,.0191819,"INTEGRATED DEVICE TECHNOLOGY",.8850558,"Electronic Equipment"
0,0,0,0,0,0,0,6003,2009,0,1,0,1,4,.021,1.282764,.2490174,6.519689,0,.0244573,.2458684,.2514742,0,.000441,-.4720283,"INTEGRATED DEVICE TECHNOLOGY",.8708754,"Electronic Equipment"
0,0,0,0,0,0,0,6003,2010,0,1,0,1,4,.741,1.528839,.4245088,6.621333,0,.0172143,.2097171,.2938687,0,.549081,.0532915,"INTEGRATED DEVICE TECHNOLOGY",.8806834,"Electronic Equipment"
1,0,0,0,1,1,1,6003,2011,0,1,0,1,4,1.257,1.678802,.5180802,6.589559,0,.0171968,.2440629,.2837535,0,1.580049,.0998364,"INTEGRATED DEVICE TECHNOLOGY",.9310606,"Electronic Equipment"
0,0,0,0,0,0,0,6003,2012,0,0,0,1,3,1.273,1.551461,.4391971,6.57596,0,.0312081,.2212116,.3014054,0,1.620529,.0520084,"INTEGRATED DEVICE TECHNOLOGY",.9873097,"Electronic Equipment"
0,0,0,0,0,0,0,6003,2013,0,0,0,1,3,1.961,1.632645,.4902015,6.591096,0,.0382306,.2331017,.3485641,0,3.845521,-.0218562,"INTEGRATED DEVICE TECHNOLOGY",.9256804,"Electronic Equipment"
0,0,0,0,0,0,0,6003,2014,0,0,0,1,3,.686,2.32269,.8427258,6.722582,0,.0209974,.1694414,.2904395,0,.4705961,.1339571,"INTEGRATED DEVICE TECHNOLOGY",.9510278,"Electronic Equipment"
0,0,0,0,0,0,0,6003,2015,0,0,0,1,3,.669,3.388061,1.220258,6.817457,0,.0194438,.1397545,.2228781,0,.447561,.1254089,"INTEGRATED DEVICE TECHNOLOGY",.8901185,"Electronic Equipment"
0,0,0,0,0,0,0,6003,2016,0,0,0,1,3,.94,2.856098,1.049456,7.002328,.2476562,.0148164,.135106,.2129511,0,.8836,.1776755,"INTEGRATED DEVICE TECHNOLOGY",.9141349,"Electronic Equipment"
0,0,0,0,0,0,0,6003,2017,0,0,0,1,3,.909,2.997876,1.097904,7.076344,.2412409,.0228576,.1394891,.2267155,0,.826281,.0922447,"INTEGRATED DEVICE TECHNOLOGY",.8921689,"Electronic Equipment"
0,0,0,0,0,0,0,6003,2018,0,0,0,1,3,.923,3.520257,1.258534,7.178188,.3758965,.0248754,.1546862,.240543,0,.8519289,-.0092604,"INTEGRATED DEVICE TECHNOLOGY",.9193565,"Electronic Equipment"
0,0,0,0,0,0,0,6008,1998,0,0,0,0,0,0,6.453008,1.864546,10.35682,.0273585,.1130247,.0849671,.1017775,0,0,.1928124,"INTEL CORP",.514078,"Electronic Equipment"
0,0,0,0,0,0,0,6008,1999,0,0,0,0,0,0,6.442196,1.86287,10.68851,.0270246,.0776072,.0798878,.1191943,0,0,.1667997,"INTEL CORP",.4933388,"Electronic Equipment"
0,0,0,0,0,0,0,6008,2000,0,0,0,0,0,0,4.409366,1.483731,10.77781,.0226301,.1392012,.0835541,.1187808,0,0,.2197309,"INTEL CORP",.4541596,"Electronic Equipment"
0,0,0,0,0,0,0,6008,2001,0,0,0,0,0,0,4.910925,1.591462,10.70088,.0328641,.1646357,.0899651,.1504955,0,0,.0290799,"INTEL CORP",.4781853,"Electronic Equipment"
0,0,0,0,0,0,0,6008,2002,0,0,0,0,0,0,2.485003,.9102737,10.69702,.0308656,.106345,.0916697,.1514721,0,0,.0704821,"INTEL CORP",.5033552,"Electronic Equipment"
0,0,0,0,0,0,0,6008,2003,0,0,0,0,0,0,4.575936,1.520811,10.76094,.024606,.0775513,.0925906,.1448193,0,0,.1196572,"INTEL CORP",.4785731,"Electronic Equipment"
0,0,0,0,0,0,0,6008,2004,0,0,0,0,0,0,3.218883,1.169034,10.78193,.0187774,.0798247,.099246,.1396708,0,0,.1561182,"INTEL CORP",.5309172,"Electronic Equipment"
0,0,0,0,0,0,0,6008,2005,0,0,0,0,0,0,3.294433,1.192234,10.78548,.0500683,.1204206,.1064909,.1325143,0,0,.1793269,"INTEL CORP",.5478488,"Electronic Equipment"
0,0,0,0,0,0,0,6008,2006,0,0,0,0,0,0,2.648704,.9740703,10.78659,.0419285,.1194798,.1214233,.1659884,0,0,.1042838,"INTEL CORP",.5609401,"Electronic Equipment"
0,0,0,0,0,0,0,6008,2007,0,1,0,1,4,.109,3.011372,1.102396,10.92686,.0381305,.0898456,.1034123,.1501278,0,.011881,.1253527,"INTEL CORP",.6316311,"Electronic Equipment"
0,0,0,0,0,0,0,6008,2008,0,0,0,1,2,0,1.836142,.6076664,10.83398,.0391994,.1024746,.1128266,.1522375,0,0,.1043478,"INTEL CORP",.6309366,"Electronic Equipment"
0,0,0,0,0,0,0,6008,2009,0,0,0,1,3,.212,2.326117,.8442005,10.87984,.0418307,.0850363,.1064695,.1609303,0,.044944,.0822865,"INTEL CORP",.6314478,"Electronic Equipment"
0,0,0,0,0,0,0,6008,2010,0,0,0,0,2,.15,2.03726,.7116059,11.05384,.0334726,.0824075,.1040737,.1507462,0,.0225,.1814326,"INTEL CORP",.5919561,"Electronic Equipment"
0,0,0,0,0,0,0,6008,2011,0,0,0,0,2,.169,2.02254,.7043539,11.17211,.1030807,.151352,.1174088,.1546325,0,.028561,.1819767,"INTEL CORP",.5958928,"Electronic Equipment"
0,0,0,0,0,0,0,6008,2012,0,0,0,0,2,.168,1.561111,.4453978,11.34274,.1594291,.1307276,.1203068,.1902477,0,.028224,.1304667,"INTEL CORP",.6240481,"Electronic Equipment"
0,0,0,0,0,0,0,6008,2013,0,0,0,0,2,.157,1.717485,.5408611,11.43343,.1455857,.1159726,.1148899,.2013167,0,.024649,.1041599,"INTEL CORP",.650795,"Electronic Equipment"
0,0,0,0,0,0,0,6008,2014,0,0,0,0,2,.07,2.225205,.7998489,11.42907,.1489299,.1098895,.1254622,.2064972,0,.0049,.1272783,"INTEL CORP",.6444549,"Electronic Equipment"
0,0,0,0,0,0,0,6008,2015,0,0,0,0,2,.063,1.962036,.6739828,11.54311,.2195605,.0710814,.1176733,.2190949,0,.003969,.1108039,"INTEL CORP",.6706821,"Electronic Equipment"
0,0,0,0,0,0,0,6008,2016,0,0,0,0,2,.054,1.914178,.6492885,11.63803,.2228772,.0849312,.112418,.2145251,0,.002916,.0910286,"INTEL CORP",.6728364,"Electronic Equipment"
0,0,0,0,0,0,0,6008,2017,0,0,0,0,2,.031,2.170694,.7750471,11.72196,.2172513,.0955626,.1062727,.2086965,0,.000961,.0778992,"INTEL CORP",.6571442,"Electronic Equipment"
0,0,0,0,0,0,0,6008,2018,0,0,0,0,2,.016,2.060524,.7229605,11.7595,.2059892,.1186359,.1058353,.1911557,0,.000256,.1645241,"INTEL CORP",.6281408,"Electronic Equipment"
0,0,0,0,0,0,0,6020,2000,0,0,0,0,0,0,1.237903,.2134185,5.49358,0,.0399752,.1025065,.0618837,0,0,-.118963,"INTER TEL INC",.469354,"Electronic Equipment"
0,0,0,0,0,0,0,6020,2001,0,0,0,0,0,0,2.154829,.7677112,5.426983,0,.035118,.0771821,.0455226,0,0,.0573327,"INTER TEL INC",.5489515,"Electronic Equipment"
0,0,0,0,0,0,0,6020,2002,0,0,0,0,1,0,2.172168,.775726,5.642127,0,.0269444,.0685665,.0507005,0,0,.1369805,"INTER TEL INC",.724587,"Electronic Equipment"
0,0,0,0,0,0,0,6020,2003,0,0,0,0,1,0,2.027966,.7070335,5.885759,0,.0195845,.061071,.0587905,0,0,.079244,"INTER TEL INC",.6030387,"Electronic Equipment"
0,0,0,0,0,0,0,6020,2004,0,0,0,0,1,0,2.009089,.6976812,6.008729,0,.0263044,.0708044,.0691185,0,0,.0664773,"INTER TEL INC",.6599873,"Electronic Equipment"
1,0,0,0,1,1,1,6020,2005,0,0,0,0,1,0,1.563297,.4467969,5.982091,0,.02197,.0904893,.0809629,0,0,.0450554,"INTER TEL INC",.7068934,"Electronic Equipment"
